rollout/ep_rew_mean,train/critic_loss,time/total_timesteps,train/learning_rate,time/episodes,train/actor_loss,train/ent_coef,time/fps,train/ent_coef_loss,time/time_elapsed,rollout/ep_len_mean,train/n_updates
-12.78341111,0.027496472001075745,14678,0.0003,164,-6.693855285644531,0.014707060530781746,4,-11.683298110961914,3025,87.47,14577
-12.592583289999999,0.016548022627830505,15030,0.0003,168,-6.353728294372559,0.013426653109490871,4,-10.307031631469727,3102,86.99,14929
-12.254636419999999,0.137386292219162,15430,0.0003,172,-6.009384632110596,0.012096330523490906,4,-11.512079238891602,3188,86.99,15329
-12.040355299999998,0.020729847252368927,15830,0.0003,176,-5.609320163726807,0.01090389396995306,4,-9.558835983276367,3276,86.99,15729
-11.701250289999997,0.016229800879955292,16089,0.0003,180,-5.346322059631348,0.010200115852057934,4,-9.387685775756836,3334,85.58,15988
-11.406723120000002,0.016208935528993607,16347,0.0003,184,-5.220890522003174,0.009568807668983936,4,-9.242547988891602,3391,84.16,16246
-11.025496240000003,0.01802314817905426,16580,0.0003,188,-4.9501543045043945,0.009027037769556046,4,-10.246955871582031,3442,82.49,16479
-10.755839790000003,0.08395178616046906,16887,0.0003,192,-4.808359146118164,0.008340349420905113,4,-8.245229721069336,3511,81.56,16786
-10.473217830000001,0.337418794631958,17166,0.0003,196,-4.462514877319336,0.007761037442833185,4,-8.377976417541504,3572,81.01,17065
-10.277539559999997,0.01518603228032589,17462,0.0003,200,-4.310987949371338,0.0071953763253986835,4,-7.288335800170898,3635,79.97,17361
-9.97423283,0.10703521966934204,17699,0.0003,204,-4.15903902053833,0.006781263742595911,4,-7.892945289611816,3687,78.34,17598
