train/ent_coef,train/critic_loss,rollout/ep_rew_mean,time/total_timesteps,time/episodes,rollout/ep_len_mean,time/fps,time/time_elapsed,train/n_updates,train/learning_rate,train/actor_loss,train/ent_coef_loss
0.2637748122215271,764.274658203125,-283.52557181,9424,164,24.01,2,4710,9323,0.0003,322.4924621582031,0.7438416481018066
0.2673141658306122,943.693359375,-244.24813216999996,9461,168,21.07,1,4759,9360,0.0003,317.3887023925781,0.6944184899330139
0.2711940109729767,703.9525146484375,-247.69234807,9501,172,21.18,1,4811,9400,0.0003,320.5124206542969,0.6085183620452881
0.27741217613220215,813.2066040039062,-251.15339780000002,9559,176,21.31,1,4888,9458,0.0003,341.265625,1.0712692737579346
0.2808932065963745,604.8458251953125,-226.86075965,9587,180,19.46,1,4928,9486,0.0003,318.2599182128906,0.7336930632591248
0.28913798928260803,566.4420776367188,-228.838675,9650,184,19.53,1,5009,9549,0.0003,325.8323669433594,1.6155595779418945
0.29745250940322876,1422.3145751953125,-224.98912588,9704,188,18.35,1,5079,9603,0.0003,323.461669921875,1.7919766902923584
0.3051028847694397,744.7561645507812,-220.11514013999997,9754,192,17.83,1,5147,9653,0.0003,321.48486328125,1.269670844078064
0.31247657537460327,1580.8104248046875,-184.26297728,9811,196,14.91,1,5222,9710,0.0003,332.8558349609375,0.66945880651474
0.3207063376903534,576.20751953125,-181.91257180999997,9865,200,14.68,1,5294,9764,0.0003,317.29583740234375,1.4791224002838135
0.3291357159614563,549.3363037109375,-183.59531358000004,9920,204,14.76,1,5368,9819,0.0003,309.1586608886719,1.519254207611084
0.33378866314888,897.6137084960938,-179.66134016000004,9949,208,14.43,1,5408,9848,0.0003,308.00927734375,1.3511168956756592
0.34058403968811035,1556.46484375,-160.27091056999998,9992,212,12.88,1,5464,9891,0.0003,308.7611083984375,1.4956321716308594
0.34771791100502014,1040.55859375,-151.06970968,10036,216,11.9,1,5523,9935,0.0003,310.6725158691406,1.5759844779968262
0.35554733872413635,851.7715454101562,-156.52463269,10085,220,12.09,1,5587,9984,0.0003,304.5247802734375,1.3558151721954346
0.36536088585853577,2658.80029296875,-162.53654072999998,10143,224,12.28,1,5664,10042,0.0003,314.8818054199219,1.244742512702942
0.3710603415966034,898.3806762695312,-159.96419998999997,10179,228,11.92,1,5711,10078,0.0003,307.4172668457031,0.9645776748657227
0.37873098254203796,961.0665283203125,-161.4440904,10226,232,11.86,1,5774,10125,0.0003,320.0506286621094,1.6207833290100098
0.38633793592453003,1096.842529296875,-163.59130455000002,10270,236,11.78,1,5834,10169,0.0003,306.83392333984375,0.8636908531188965
0.3923279047012329,960.995361328125,-157.27490804,10302,240,11.28,1,5876,10201,0.0003,299.15020751953125,1.2918522357940674
0.398101270198822,570.775146484375,-154.72682877,10332,244,11.02,1,5918,10231,0.0003,295.7128601074219,1.2709978818893433
0.4071158766746521,1779.842529296875,-159.19521784999998,10389,248,11.18,1,5994,10288,0.0003,293.7463684082031,0.8537759184837341
0.4162791073322296,715.353271484375,-161.33816102,10452,252,11.41,1,6076,10351,0.0003,294.0682678222656,1.0842026472091675
0.4207455813884735,636.8388671875,-161.30821429,10484,256,11.31,1,6119,10383,0.0003,318.62371826171875,0.8825001120567322
0.4255947768688202,614.737548828125,-160.31737036,10519,260,11.32,1,6166,10418,0.0003,280.775390625,0.9359086751937866
0.42968320846557617,784.8310546875,-158.72505157,10551,264,11.27,1,6208,10450,0.0003,285.47723388671875,1.0770870447158813
0.4367733895778656,633.9842529296875,-164.11711432999996,10605,268,11.44,1,6279,10504,0.0003,273.1199951171875,0.8834716081619263
0.4404189884662628,707.32861328125,-162.13337599000002,10631,272,11.3,1,6314,10530,0.0003,286.17742919921875,0.9294396638870239
0.45031243562698364,554.4923095703125,-164.88521885000003,10698,276,11.39,1,6403,10597,0.0003,281.8749084472656,0.7334064245223999
0.456855446100235,1552.55615234375,-169.42479495,10748,280,11.61,1,6467,10647,0.0003,281.0726318359375,0.6585360169410706
0.4637777805328369,668.0245361328125,-169.58757724,10802,284,11.52,1,6537,10701,0.0003,273.6731872558594,0.7622157335281372
0.46883973479270935,1586.2978515625,-167.98651093,10841,288,11.37,1,6589,10740,0.0003,271.0681457519531,0.8905944228172302
0.47779515385627747,619.4009399414062,-167.48776651999998,10911,292,11.57,1,6682,10810,0.0003,287.3078308105469,0.7917394638061523
0.4812580645084381,729.6034545898438,-164.06166849000002,10940,296,11.29,1,6722,10839,0.0003,275.2650451660156,0.588982343673706
0.48461565375328064,628.7147216796875,-160.80773662000001,10974,300,11.09,1,6768,10873,0.0003,271.2941589355469,0.6322970390319824
0.4886588752269745,602.2623901367188,-157.41562978,11006,304,10.86,1,6811,10905,0.0003,264.9606628417969,0.8967587351799011
0.49391844868659973,1652.1534423828125,-159.44679514,11044,308,10.95,1,6863,10943,0.0003,267.7315979003906,0.5469658374786377
