Wall time,Step,Value
1744612531.854721,76805,-2.1134374141693115
1744612603.663351,76874,-2.1044139862060547
1744612656.4793735,76924,-2.0911474227905273
1744612729.298303,76994,-2.0650558471679688
1744612813.4468057,77074,-2.1566407680511475
1744612878.275969,77135,-2.130678176879883
1744612955.367615,77208,-2.125497341156006
1744613073.3954947,77323,-2.1484804153442383
1744613159.3148239,77405,-2.1532347202301025
1744613270.327463,77512,-2.154954671859741
1744613343.3233871,77581,-2.170650005340576
1744613422.2867618,77657,-2.181558609008789
1744613528.2817793,77760,-2.1990644931793213
1744613637.7460296,77866,-2.211958169937134
1744613756.5153925,77982,-2.2461726665496826
1744613816.377973,78038,-2.2707247734069824
1744613864.2673988,78082,-2.2331087589263916
1744613961.6000035,78176,-2.2135426998138428
1744614024.254187,78236,-2.240252733230591
1744614103.527425,78311,-2.2717251777648926
1744614167.331311,78373,-2.2947003841400146
1744614243.2892327,78445,-2.3045706748962402
1744614299.3069413,78499,-2.287285089492798
1744614382.4552813,78579,-2.2818315029144287
1744614442.3227568,78635,-2.2833847999572754
1744614498.28384,78687,-2.27122163772583
1744614568.3595903,78754,-2.2748610973358154
1744614623.3410795,78805,-2.256215810775757
1744614715.3348894,78893,-2.2900261878967285
1744614763.3268297,78937,-2.205057382583618
1744614840.3110943,79011,-2.2409815788269043
1744614913.3038967,79082,-2.229797601699829
1744615002.2519946,79167,-2.246918201446533
1744615071.8053286,79233,-2.1989505290985107
1744615148.2937005,79306,-2.198456287384033
1744615187.4200213,79342,-2.181683301925659
1744615262.2994258,79413,-2.1743931770324707
1744615340.499263,79488,-2.172189474105835
1744615401.4227548,79546,-2.180637836456299
1744615481.2930737,79622,-2.1815502643585205
1744615556.5243597,79694,-2.1932754516601562
1744615593.3881505,79729,-2.18190860748291
1744615646.4302025,79779,-2.193810224533081
1744615747.3468215,79877,-2.2543084621429443
1744615809.3974314,79935,-2.2667675018310547
1744615868.3158548,79990,-2.2726261615753174
1744615955.2650435,80074,-2.3099169731140137
1744616042.5761516,80159,-2.320556640625
1744616160.4882317,80273,-2.3126444816589355
1744616222.2967606,80331,-2.2844278812408447
1744616301.2721994,80407,-2.3070995807647705
1744616434.3754404,80536,-2.333422899246216
1744616490.3248672,80589,-2.3624112606048584
1744616588.2922676,80683,-2.3392279148101807
1744616663.7375014,80755,-2.3396501541137695
1744616712.4240532,80801,-2.328339099884033
1744616800.2995899,80885,-2.3662667274475098
1744616872.3597963,80954,-2.3349030017852783
1744616924.3199427,81003,-2.3785886764526367
1744616986.376135,81061,-2.3672304153442383
1744617032.3005407,81104,-2.378061294555664
1744617104.3088377,81173,-2.3936469554901123
1744617150.4224002,81216,-2.3819732666015625
1744617213.2797081,81276,-2.394705057144165
1744617271.3086274,81330,-2.3832051753997803
1744617319.5498805,81376,-2.360835313796997
1744617389.3634026,81443,-2.359022617340088
1744617440.8725033,81505,-2.3456296920776367
1744617459.7124476,81605,-2.334451913833618
1744617476.1798487,81691,-2.348344087600708
1744617493.2505682,81783,-2.318380355834961
1744617512.8318124,81860,-2.2960402965545654
1744617531.6191895,81919,-2.3046810626983643
1744617544.1308644,81978,-2.343339681625366
1744617568.6816292,82119,-2.415304183959961
1744617581.4268007,82183,-2.437317132949829
1744617604.6313634,82307,-2.469479560852051
1744617619.8476064,82384,-2.484848976135254
1744617636.6324463,82469,-2.5230987071990967
1744617650.8347905,82537,-2.547063112258911
1744617662.568322,82592,-2.5485117435455322
1744617683.4708781,82655,-2.5091238021850586
1744617697.716087,82711,-2.4899024963378906
1744617707.4711413,82750,-2.4508752822875977
1744617719.7433274,82805,-2.453629970550537
1744617743.3544843,82930,-2.5391392707824707
1744617753.7882352,82974,-2.5151655673980713
1744617765.1660135,83026,-2.4937686920166016
1744617784.6634245,83127,-2.5107502937316895
1744617803.531111,83228,-2.5504519939422607
1744617822.881301,83332,-2.557894706726074
1744617840.332565,83422,-2.634965181350708
1744617861.9847143,83542,-2.6567325592041016
1744617877.658598,83623,-2.614086627960205
1744617893.1144984,83696,-2.631971836090088
1744617908.9586093,83775,-2.663531541824341
1744617926.9187741,83872,-2.690117835998535
1744617940.120227,83936,-2.7047932147979736
1744617963.8867369,84070,-2.7088401317596436
